userid,art_galleries,dance_clubs,juice_bars,restaurants,museums,resorts,parks_picnic_spots,beaches,theaters,religious_institutions,location
906,1.79,0.6,1.6,0.42,1.02,2.1,3.19,2.91,1.66,2.5,Amsterdam_Pius_Floris_Boomverzorgin
907,0.7,1.68,0.3,0.59,0.26,1.16,3.18,2.94,1.57,3.14,Amsterdam_A.S.R.V_Ascru
908,0.77,1.64,2.85,0.53,1.04,1.94,3.2,2.95,1.25,2.32,Amsterdam_Jachthaven_De_hooglande
909,0.51,1.2,1.07,0.49,1.14,2.04,3.18,3.22,1.47,2.82,Amsterdam_Mijn_balkon_met_stoel_uit_Burkina_Fas
910,0.74,1.4,1.1,0.34,1.2,1.54,3.18,2.49,1.73,2.94,Amsterdam_sdorperpold
911,0.83,1.36,0.21,0.53,0.16,0.38,3.18,2.93,2.02,2.78,Amsterdam_sdorperpold
912,0.9,1.24,1.15,0.46,1.26,2.24,3.18,2.93,1.82,2.82,Amsterdam_Loetje_In_De_Ake
913,1.15,0.96,0.29,0.29,0.86,1.36,3.17,2.97,1.89,3.42,Amsterdam_De_Kwekeri
914,0.7,1.52,1.65,0.67,0.74,1.32,3.19,2.78,1.5,2.66,Amsterdam_S.V._Eendrach
915,0.42,1.08,0.74,0.91,0.9,2.3,3.18,2.87,1.25,2.96,Amsterdam_Amsterdam_Panther
916,0.7,1.8,3.62,1.37,1.46,1.62,3.19,2.75,1.12,3.42,Amsterdam_IJburg_volgens_mij
917,0.77,1.2,1.63,0.8,1.18,2.38,3.19,2.54,1.47,2.38,Amsterdam_Marcs_Plac
918,0.77,1.28,1.01,0.34,0.9,1.72,3.18,3.13,1.31,2.78,Amsterdam_Theo_van_Goghpar
919,0.93,1.08,0.27,0.27,0.34,1.02,3.17,2.86,1.63,3.36,Amsterdam_Jachthaven_Osdor
920,0.61,1.28,0.59,0.47,0.7,1.02,3.18,2.58,1.82,2.8,Amsterdam_Haven_IJbur
921,1.25,1.36,1.6,0.64,0.94,2.38,3.19,2.9,1.92,2.72,Amsterdam_Konijnenopvang_Amsterda
922,1.18,1.32,0.19,0.32,0.34,1.08,3.17,2.99,1.22,3.12,Amsterdam_Shoeless_open_air_Ruigoor
923,1.06,0.88,0.83,0.54,0.64,2.02,3.18,2.86,1.5,2.74,Amsterdam_Amsterdam_Panther
924,0.9,1.36,1.42,0.55,0.86,1.48,3.18,2.89,1.73,2.94,Amsterdam_Magic_Circus_op_IJbur
925,0.74,1.44,2.75,0.45,0.98,1.74,3.2,2.87,1.38,2.34,Amsterdam_AFC_IJbur
926,0.83,1.36,2.3,0.77,0.94,2.52,3.19,2.73,1.7,2.42,Amsterdam_Het_nieuwe_Bijenpar
927,0.77,2.48,1.7,0.51,1.36,2.04,3.19,2.81,1.41,2.34,Amsterdam_Heining_2
928,0.99,1.2,0.14,0.51,0.42,1.46,3.18,2.62,1.25,2.7,Amsterdam_Nederlandse_Rugby_BondRugb
929,0.64,1.32,0.27,0.57,0.74,2.38,3.18,2.81,1.38,2.4,Amsterdam_Dijkgraafplein_•_Osdor
930,0.83,1.24,0.35,0.5,0.78,1.7,3.18,2.97,2.05,2.9,Amsterdam_HCA_IJbur
931,1.12,1.6,1.01,0.45,0.94,2.16,3.18,2.8,1.09,3.18,Amsterdam_IJburg_volgens_mij
932,0.83,1.08,2.91,0.55,1.38,2.24,3.2,2.98,1.41,2.5,Amsterdam_Bierbrouwerij_De_7_Deugde
933,0.9,1.2,1.33,0.3,0.98,1.5,3.18,2.66,1.22,3.28,Amsterdam_sdorperpold
934,0.67,1.12,0.43,0.39,0.62,1.48,3.18,2.98,2.05,2.72,Amsterdam_AAC_Rugb
935,0.61,1.16,0.19,0.53,0.78,1.22,3.17,2.86,1.7,3.02,Amsterdam_Tuinhuisje_Van_Pauline_En_Jeroe
936,0.64,1.08,1.54,0.42,0.5,1.4,3.18,2.7,1.18,2.8,Amsterdam_merikahav
937,0.83,0.96,1.15,0.43,0.74,1.82,3.18,2.98,1.92,2.78,Amsterdam_Mijn_balkon_met_stoel_uit_Burkina_Fas
938,0.9,1.64,1.12,0.53,1.58,2.58,3.18,2.79,1.54,2.5,Amsterdam_Speeltuin_Seifertplei
939,0.8,1.52,1.26,0.51,1.44,2.78,3.18,2.82,1.47,2.42,Amsterdam_The_Real_PlayStatio
940,0.74,1.2,1.14,0.42,1.68,3.14,3.18,2.72,1.09,2.46,Amsterdam_eukenple
941,1.22,1,1.57,0.46,0.74,2.54,3.19,2.91,1.95,2.46,Amsterdam_AAC_Rugb
942,0.35,1.96,0.72,0.55,0.72,1.78,3.18,2.88,1.34,2.82,Amsterdam_Buitenverblijf_De_Booi
943,0.7,1.8,2.27,0.43,1.42,1.88,3.2,2.7,1.47,2.46,Amsterdam_Alexs_Hil
944,0.64,1.68,0.24,0.47,0.94,1.66,3.18,2.77,1.57,3.04,Amsterdam_The_Roya
945,0.67,1.48,0.4,0.55,1.86,1.84,3.18,2.96,2.4,3.04,Amsterdam_IJburg_volgens_mij
946,0.58,0.88,0.24,0.49,1.2,2.06,3.18,2.83,1.54,2.72,Amsterdam_Amsterdam_Panther
947,1.15,1.48,0.77,0.22,1.04,1.52,3.17,2.74,1.57,3.38,Amsterdam_The_Real_PlayStatio
948,0.54,1.28,0.24,0.57,0.46,1.34,3.18,2.79,1.86,2.54,Amsterdam_Speeltuin_Dageurrestraa
949,0.93,2.12,0.27,0.46,1.1,2.56,3.18,2.9,1.89,2.78,Amsterdam_Nysas_uitlaatple
950,0.83,1.72,1.42,0.95,1.34,2.28,3.19,2.54,1.6,2.4,Amsterdam_Glijbaan_Egelkopstraa
951,0.64,1.28,0.8,0.18,0.82,1.34,3.18,2.66,1.25,2.94,Amsterdam_S.C._Eendracht8
952,1.06,0.96,2.57,0.51,0.82,1.96,3.19,2.74,1.66,2.46,Amsterdam_Joosbanckerweg_18
953,0.93,2.08,1.26,0.56,0.94,2.56,3.18,2.81,1.63,2.54,Amsterdam_Kermis_IJbur
954,1.87,0.8,1.66,0.98,0.46,1.26,3.19,2.78,1.28,2.5,Amsterdam_Amsterdam_Panther
955,1.25,0.84,1.71,1.12,0.34,1.22,3.19,2.7,1.5,2.48,Amsterdam_Voetbalclub_Nieuw-Wes
956,0.61,1.08,2.22,0.65,1.2,2.06,3.19,2.62,1.31,2.34,Amsterdam_Kooter_hoovenier
957,0.86,1.8,1.33,0.57,1.38,2.62,3.18,2.82,1.54,2.54,Amsterdam_Martin_Gaus_Hondenschoo
958,1.34,1.16,0.66,0.34,0.82,1.34,3.17,2.66,1.02,3.42,Amsterdam_sdorperpold
959,0.61,1.44,0.3,0.4,0.8,1.28,3.18,2.8,1.73,2.88,Amsterdam_Voetbalclub_Nieuw-Wes
960,1.41,1.04,0.32,0.62,0.54,2.4,3.18,3.18,1.82,2.66,Amsterdam_Biljartcentrum_Osdor
961,0.58,1.24,1.95,0.61,1.22,1.86,3.19,2.72,1.7,2.38,Amsterdam_Pius_Floris_Boomverzorgin
962,0.85,1.12,1.1,0.41,1.22,2,3.18,2.98,1.41,2.88,Amsterdam_De_100m_Rode_Ban
963,0.61,1.4,0.24,0.42,0.98,1.42,3.17,2.82,2.18,3.2,Amsterdam_S.C._Eendracht8
964,0.96,1.16,2.7,0.62,0.62,1.8,3.2,2.81,1.22,2.4,Amsterdam_Strand_Ijbur
965,1.25,1.24,0.43,0.62,0.72,2.7,3.18,3.07,1.82,2.8,Amsterdam_Amsterdam_Dance_Centre_IJbur
966,0.64,0.96,0.22,0.38,1.74,2.26,3.17,3.19,1.79,3.28,Amsterdam_Hondenschool_Martin_Gau
967,0.91,1.96,1.82,0.4,1.52,1.82,3.19,2.74,1.73,2.38,Amsterdam_Hondenschool_Martin_Gau
968,0.74,1.36,0.64,0.54,0.64,1.7,3.18,2.85,1.66,2.58,Amsterdam_Alexs_Hil
969,0.51,1.2,0.22,0.73,0.9,2.22,3.18,2.77,1.34,3.05,Amsterdam_Sluis_Jachthaven_IJbur
970,0.8,1.32,0.4,0.61,0.32,0.96,3.18,2.57,1.54,2.54,Amsterdam_merikahav
971,0.58,1.96,0.24,0.47,1.04,1.74,3.18,2.7,1.57,2.62,Amsterdam_Voetbalclub_Nieuw-Wes
972,1.28,1.24,0.14,0.55,0.62,2.26,3.18,2.86,2.46,2.54,Amsterdam_Theo_van_Goghpar
973,1.22,1.16,0.38,1.55,0.4,1.24,3.18,2.82,1.92,2.54,Amsterdam_Strand_Ijbur
974,0.38,1.96,0.19,0.48,1.14,2.14,3.18,2.78,1.54,2.58,Amsterdam_Lanterfanten_festiva
975,1.02,2.44,1.89,0.47,1.76,2.5,3.19,2.66,1.73,2.48,Amsterdam_Martin_Gaus_Hondenschoo
976,0.74,1.12,0.3,0.53,0.88,1.38,3.17,2.78,0.99,3.2,Amsterdam_Jachthaven_ijbur
977,1.25,0.92,1.12,0.38,0.78,1.68,3.18,2.79,1.34,2.8,Amsterdam_Bert_Haanstra_Kad
978,0.61,1.32,0.67,0.43,1.3,1.78,3.17,2.81,1.34,3.02,Amsterdam_Tuin_Van_Vriende
979,0.93,0.2,0.13,0.43,0.3,0.4,3.18,2.98,1.12,2.46,Amsterdam_United_Stevedores_Amsterda
980,0.93,0.56,1.13,0.51,1.34,2.36,3.18,2.87,1.34,2.4,Amsterdam_Biljartcentrum_Osdor
